hotel,arrival_date,arrival_date_year,arrival_month_num,arrival_date_month,lead_time,total_nights,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,total_guests,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,customer_type,adr,booking_revenue,required_car_parking_spaces,total_of_special_requests,is_canceled,is_canceled_flag,reservation_status,reservation_status_date
Resort Hotel,2017-04-05,2017,4,April,57,4,0,4,2,0.0,0,2.0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,93.75,375.0,0,1,1,Yes,Canceled,2017-03-07
Resort Hotel,2017-04-05,2017,4,April,152,4,0,4,2,0.0,0,2.0,BB,PRT,Groups,TA/TO,0,0,0,D,E,1,No Deposit,Transient-Party,60.0,240.0,0,0,1,Yes,Canceled,2017-03-28
Resort Hotel,2017-04-05,2017,4,April,252,5,1,4,1,0.0,0,1.0,BB,PRT,Groups,TA/TO,0,0,0,C,C,4,No Deposit,Transient-Party,42.0,210.0,0,0,1,Yes,Canceled,2017-03-29
Resort Hotel,2017-04-05,2017,4,April,1,5,1,4,1,0.0,0,1.0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,116.0,580.0,0,2,1,Yes,Canceled,2017-04-04
Resort Hotel,2017-04-05,2017,4,April,21,7,2,5,2,1.0,0,3.0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,Transient,125.29,877.0300000000001,0,1,1,Yes,Canceled,2017-03-26
Resort Hotel,2017-04-05,2017,4,April,41,7,2,5,2,0.0,0,2.0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,72.86,510.02,0,1,1,Yes,Canceled,2017-02-27
Resort Hotel,2017-04-06,2017,4,April,175,3,0,3,2,0.0,0,2.0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,60.0,180.0,0,0,1,Yes,Canceled,2017-02-22
Resort Hotel,2017-04-06,2017,4,April,175,3,0,3,2,0.0,0,2.0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,60.0,180.0,0,0,1,Yes,Canceled,2017-02-22
Resort Hotel,2017-04-06,2017,4,April,10,3,0,3,2,0.0,0,2.0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,Transient,162.0,486.0,0,0,1,Yes,Canceled,2017-03-28
Resort Hotel,2017-04-06,2017,4,April,175,3,0,3,2,0.0,0,2.0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,60.0,180.0,0,0,1,Yes,Canceled,2017-02-22
Resort Hotel,2017-04-06,2017,4,April,175,3,0,3,2,0.0,0,2.0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,60.0,180.0,0,0,1,Yes,Canceled,2017-02-22
Resort Hotel,2017-04-06,2017,4,April,22,3,0,3,2,0.0,0,2.0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,115.0,345.0,0,0,1,Yes,Canceled,2017-03-15
Resort Hotel,2017-04-06,2017,4,April,175,3,0,3,2,0.0,0,2.0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,60.0,180.0,0,0,1,Yes,Canceled,2017-02-22
Resort Hotel,2017-04-06,2017,4,April,175,3,0,3,2,0.0,0,2.0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,60.0,180.0,0,0,1,Yes,Canceled,2017-02-22
Resort Hotel,2017-04-06,2017,4,April,175,3,0,3,2,0.0,0,2.0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,Transient,60.0,180.0,0,0,1,Yes,Canceled,2017-02-22
Resort Hotel,2017-04-06,2017,4,April,180,4,1,3,1,0.0,0,1.0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,51.75,207.0,0,1,1,Yes,Canceled,2017-03-03
Resort Hotel,2017-04-06,2017,4,April,31,4,1,3,1,0.0,0,1.0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,51.75,207.0,0,1,1,Yes,Canceled,2017-03-27
Resort Hotel,2017-04-06,2017,4,April,32,5,2,3,3,1.0,0,4.0,BB,VEN,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,Transient,165.0,825.0,0,0,1,Yes,Canceled,2017-03-26
Resort Hotel,2017-04-06,2017,4,April,84,7,2,5,2,0.0,0,2.0,Undefined,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,Transient,206.5,1445.5,0,0,1,Yes,Canceled,2017-03-31
Resort Hotel,2017-04-07,2017,4,April,0,1,0,1,2,0.0,0,2.0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,115.0,115.0,0,0,1,Yes,Canceled,2017-04-07
Resort Hotel,2017-04-07,2017,4,April,1,2,0,2,1,0.0,0,1.0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,Transient,110.0,220.0,0,0,1,Yes,Canceled,2017-04-07
Resort Hotel,2017-04-07,2017,4,April,47,3,1,2,1,0.0,0,1.0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,103.33,309.99,0,2,1,Yes,No-Show,2017-04-07
Resort Hotel,2017-04-07,2017,4,April,53,7,2,5,2,0.0,0,2.0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,137.71,963.97,0,0,1,Yes,Canceled,2017-02-13
Resort Hotel,2017-04-07,2017,4,April,32,7,2,5,2,2.0,0,4.0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,Transient,159.29,1115.03,0,0,1,Yes,Canceled,2017-03-25
Resort Hotel,2017-04-07,2017,4,April,53,7,2,5,2,1.0,0,3.0,BB,FRA,Direct,Direct,0,0,0,G,G,0,No Deposit,Transient,187.71,1313.97,0,0,1,Yes,Canceled,2017-02-14
Resort Hotel,2017-04-07,2017,4,April,53,7,2,5,2,0.0,0,2.0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,137.71,963.97,0,0,1,Yes,Canceled,2017-02-13
Resort Hotel,2017-04-07,2017,4,April,84,6,2,4,2,2.0,0,4.0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,Transient,193.0,1158.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-07,2017,4,April,223,6,2,4,2,0.0,0,2.0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,96.0,576.0,0,2,1,Yes,Canceled,2017-02-26
Resort Hotel,2017-04-08,2017,4,April,24,1,0,1,2,0.0,0,2.0,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,Transient,147.0,147.0,0,1,1,Yes,No-Show,2017-04-08
Resort Hotel,2017-04-08,2017,4,April,45,1,0,1,3,0.0,0,3.0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,138.4,138.4,0,1,1,Yes,Canceled,2017-03-10
Resort Hotel,2017-04-08,2017,4,April,155,1,0,1,2,0.0,0,2.0,BB,PRT,Groups,TA/TO,0,0,0,D,D,3,No Deposit,Transient-Party,60.0,60.0,0,0,1,Yes,No-Show,2017-04-08
Resort Hotel,2017-04-08,2017,4,April,62,3,2,1,3,1.0,0,4.0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,Transient,150.0,450.0,0,0,1,Yes,Canceled,2017-02-06
Resort Hotel,2017-04-08,2017,4,April,123,3,2,1,3,1.0,0,4.0,BB,BRA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,Transient,150.0,450.0,0,0,1,Yes,Canceled,2016-12-15
Resort Hotel,2017-04-08,2017,4,April,45,4,2,2,2,0.0,0,2.0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,Transient,137.0,548.0,0,1,1,Yes,Canceled,2017-03-28
Resort Hotel,2017-04-08,2017,4,April,45,4,2,2,2,0.0,0,2.0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,Transient,137.0,548.0,0,1,1,Yes,Canceled,2017-03-28
Resort Hotel,2017-04-08,2017,4,April,58,4,2,2,2,0.0,0,2.0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,105.0,420.0,0,1,1,Yes,Canceled,2017-02-19
Resort Hotel,2017-04-08,2017,4,April,30,5,2,3,2,2.0,0,4.0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,Transient,155.0,775.0,0,0,1,Yes,Canceled,2017-03-10
Resort Hotel,2017-04-08,2017,4,April,95,5,2,3,3,1.0,0,4.0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,Transient,150.0,750.0,0,0,1,Yes,Canceled,2017-01-19
Resort Hotel,2017-04-08,2017,4,April,32,6,2,4,2,0.0,0,2.0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,110.0,660.0,0,0,1,Yes,Canceled,2017-03-28
Resort Hotel,2017-04-08,2017,4,April,313,7,2,5,2,0.0,0,2.0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,Transient-Party,48.0,336.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-08,2017,4,April,351,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,Transient-Party,82.0,574.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-08,2017,4,April,46,7,2,5,2,2.0,0,4.0,BB,HUN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,Transient,153.57,1074.99,0,0,1,Yes,Canceled,2017-02-23
Resort Hotel,2017-04-08,2017,4,April,60,7,2,5,2,0.0,0,2.0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,Transient,76.0,532.0,0,0,1,Yes,Canceled,2017-03-09
Resort Hotel,2017-04-08,2017,4,April,47,7,2,5,2,2.0,0,4.0,BB,HUN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,Transient,153.57,1074.99,0,0,1,Yes,Canceled,2017-02-20
Resort Hotel,2017-04-08,2017,4,April,89,7,2,5,2,2.0,0,4.0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,Transient,147.86,1035.02,0,0,1,Yes,Canceled,2017-01-11
Resort Hotel,2017-04-08,2017,4,April,313,7,2,5,2,0.0,0,2.0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,Transient-Party,48.0,336.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-08,2017,4,April,313,7,2,5,2,0.0,0,2.0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,Transient-Party,48.0,336.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-08,2017,4,April,351,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,Transient-Party,82.0,574.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-08,2017,4,April,313,7,2,5,2,0.0,0,2.0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,Transient-Party,48.0,336.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-08,2017,4,April,86,7,2,5,2,2.0,0,4.0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,Transient,195.86,1371.02,0,0,1,Yes,Canceled,2017-02-07
Resort Hotel,2017-04-08,2017,4,April,313,7,2,5,2,0.0,0,2.0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,Transient-Party,48.0,336.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-08,2017,4,April,351,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,Transient-Party,82.0,574.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-08,2017,4,April,351,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,Transient-Party,82.0,574.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-08,2017,4,April,351,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,Transient-Party,82.0,574.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-08,2017,4,April,187,7,2,5,3,1.0,0,4.0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,Transient,198.0,1386.0,0,0,1,Yes,Canceled,2017-02-11
Resort Hotel,2017-04-08,2017,4,April,351,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,Transient-Party,82.0,574.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-08,2017,4,April,58,7,2,5,2,2.0,0,4.0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,Transient,147.86,1035.02,0,0,1,Yes,Canceled,2017-02-09
Resort Hotel,2017-04-08,2017,4,April,233,8,2,6,2,0.0,0,2.0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,62.34,498.72,0,1,1,Yes,Canceled,2016-12-25
Resort Hotel,2017-04-08,2017,4,April,233,8,2,6,2,0.0,0,2.0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,62.34,498.72,0,1,1,Yes,Canceled,2016-12-25
Resort Hotel,2017-04-08,2017,4,April,70,7,2,5,2,0.0,0,2.0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,77.86,545.02,0,0,1,Yes,Canceled,2017-01-29
Resort Hotel,2017-04-08,2017,4,April,351,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,Transient-Party,82.0,574.0,0,0,1,Yes,Canceled,2017-01-26
Resort Hotel,2017-04-08,2017,4,April,200,10,4,6,2,0.0,0,2.0,BB,DEU,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,Transient,74.46,744.5999999999999,0,2,1,Yes,Canceled,2016-11-19
Resort Hotel,2017-04-09,2017,4,April,3,1,1,0,2,0.0,0,2.0,BB,PRT,Corporate,Direct,0,0,0,A,F,0,Non Refund,Transient,100.0,100.0,0,0,1,Yes,Canceled,2017-04-06
Resort Hotel,2017-04-09,2017,4,April,29,1,1,0,2,2.0,0,4.0,BB,ISR,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,Transient,125.0,125.0,0,0,1,Yes,Canceled,2017-03-14
Resort Hotel,2017-04-09,2017,4,April,3,1,1,0,1,0.0,0,1.0,BB,PRT,Corporate,Direct,0,0,0,A,F,0,Non Refund,Transient,100.0,100.0,0,0,1,Yes,Canceled,2017-04-06
Resort Hotel,2017-04-09,2017,4,April,210,1,1,0,2,0.0,0,2.0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,43.2,43.2,0,0,1,Yes,Canceled,2016-10-04
Resort Hotel,2017-04-09,2017,4,April,79,1,1,0,2,0.0,0,2.0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,Transient,79.2,79.2,0,0,1,Yes,Canceled,2017-02-17
Resort Hotel,2017-04-09,2017,4,April,212,2,2,0,2,0.0,0,2.0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,43.2,86.4,0,0,1,Yes,Canceled,2016-09-11
Resort Hotel,2017-04-09,2017,4,April,3,3,2,1,2,0.0,0,2.0,BB,PRT,Corporate,Direct,0,0,0,A,F,0,Non Refund,Transient,100.0,300.0,0,0,1,Yes,Canceled,2017-04-06
Resort Hotel,2017-04-09,2017,4,April,3,3,2,1,1,0.0,0,1.0,BB,PRT,Corporate,Direct,0,0,0,A,F,0,Non Refund,Transient,100.0,300.0,0,0,1,Yes,Canceled,2017-04-06
Resort Hotel,2017-04-09,2017,4,April,68,4,2,2,2,0.0,0,2.0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,90.0,360.0,0,0,1,Yes,Canceled,2017-02-19
Resort Hotel,2017-04-09,2017,4,April,55,4,2,2,2,2.0,0,4.0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,Transient,145.0,580.0,0,0,1,Yes,Canceled,2017-02-13
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,E,E,0,Non Refund,Transient,105.0,735.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,105,7,2,5,2,2.0,0,4.0,BB,BEL,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,Transient,149.29,1045.03,0,0,1,Yes,Canceled,2017-03-19
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,1.0,0,3.0,HB,PRT,Groups,TA/TO,0,0,0,H,H,1,Non Refund,Transient,120.0,840.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,146,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,124,7,2,5,2,0.0,0,2.0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,Transient,80.0,560.0,0,0,1,Yes,Canceled,2017-02-28
Resort Hotel,2017-04-09,2017,4,April,30,7,2,5,2,0.0,0,2.0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,Transient,60.0,420.0,0,0,1,Yes,Canceled,2017-03-17
Resort Hotel,2017-04-09,2017,4,April,216,9,4,5,2,0.0,0,2.0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,87.9,791.1,0,0,1,Yes,Canceled,2016-09-05
Resort Hotel,2017-04-09,2017,4,April,216,9,4,5,2,0.0,0,2.0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,87.9,791.1,0,0,1,Yes,Canceled,2016-09-05
Resort Hotel,2017-04-09,2017,4,April,97,14,4,10,2,2.0,0,4.0,HB,DEU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,Transient,187.64,2626.96,0,0,1,Yes,Canceled,2017-01-12
Resort Hotel,2017-04-10,2017,4,April,188,1,1,0,2,0.0,0,2.0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,43.2,43.2,0,0,1,Yes,Canceled,2016-11-07
Resort Hotel,2017-04-10,2017,4,April,21,2,1,1,2,2.0,0,4.0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,Transient,120.0,240.0,0,2,1,Yes,Canceled,2017-03-29
Resort Hotel,2017-04-10,2017,4,April,217,2,1,1,2,0.0,0,2.0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,Transient,71.2,142.4,0,0,1,Yes,Canceled,2016-09-08
Resort Hotel,2017-04-10,2017,4,April,214,2,1,1,2,0.0,0,2.0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,43.2,86.4,0,0,1,Yes,Canceled,2016-09-09
Resort Hotel,2017-04-10,2017,4,April,56,3,1,2,2,0.0,0,2.0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,75.0,225.0,0,1,1,Yes,Canceled,2017-03-07
Resort Hotel,2017-04-10,2017,4,April,54,3,1,2,2,0.0,0,2.0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,90.0,270.0,0,2,1,Yes,Canceled,2017-03-07
Resort Hotel,2017-04-10,2017,4,April,24,4,1,3,2,0.0,0,2.0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,121.25,485.0,0,1,1,Yes,Canceled,2017-03-21
Resort Hotel,2017-04-10,2017,4,April,148,4,1,3,2,1.0,0,3.0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,111.25,445.0,0,2,1,Yes,Canceled,2017-01-09
Resort Hotel,2017-04-10,2017,4,April,148,4,1,3,2,1.0,0,3.0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,Transient,184.25,737.0,0,2,1,Yes,Canceled,2017-01-09
Resort Hotel,2017-04-10,2017,4,April,29,5,1,4,2,2.0,0,4.0,BB,RUS,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,Transient,127.0,635.0,0,0,1,Yes,Canceled,2017-03-12
Resort Hotel,2017-04-10,2017,4,April,62,5,1,4,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,79.0,395.0,0,1,1,Yes,Canceled,2017-02-07
Resort Hotel,2017-04-10,2017,4,April,65,6,1,5,3,0.0,0,3.0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,Transient,103.68,622.08,0,0,1,Yes,Canceled,2017-04-08
Resort Hotel,2017-04-10,2017,4,April,238,6,1,5,1,0.0,0,1.0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,Transient,77.85,467.09999999999997,0,0,1,Yes,Canceled,2016-08-15
Resort Hotel,2017-04-10,2017,4,April,212,9,3,6,2,0.0,0,2.0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,76.9,692.1,0,1,1,Yes,Canceled,2016-09-21
Resort Hotel,2017-04-10,2017,4,April,39,5,1,4,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,Transient,117.0,585.0,0,0,1,Yes,Canceled,2017-03-28
Resort Hotel,2017-04-10,2017,4,April,62,5,1,4,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,94.0,470.0,0,1,1,Yes,Canceled,2017-02-07
Resort Hotel,2017-04-11,2017,4,April,5,1,0,1,2,0.0,0,2.0,BB,PRT,Corporate,Direct,0,0,0,A,F,0,Non Refund,Transient,100.0,100.0,0,0,1,Yes,Canceled,2017-04-06
